Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:03,23833,80160E840,23833,80160E840,2030.57,US Dollar,2030.57,US Dollar,Reinvestment,0
2022/09/01 00:05,3829,802317190,3829,802317190,2963.11,US Dollar,2963.11,US Dollar,Reinvestment,0
2022/09/01 00:25,31155,80664DED0,31155,80664DED0,1724.48,US Dollar,1724.48,US Dollar,Reinvestment,0
2022/09/01 00:08,220,800163FD0,220,800163FD0,3473.33,US Dollar,3473.33,US Dollar,Reinvestment,0
2022/09/01 00:14,3144,801D2A5D0,11974,802E700A0,1998.51,US Dollar,1998.51,US Dollar,Cheque,0
2022/09/01 00:02,214621,80677FAA0,214621,80677FAA0,6.39,US Dollar,6.39,US Dollar,Reinvestment,0
2022/09/01 00:04,16333,80593E6B0,16333,80593E6B0,19.95,US Dollar,19.95,US Dollar,Reinvestment,0
2022/09/01 00:15,24132,8055FC890,24132,8055FC890,5687200.98,US Dollar,5687200.98,US Dollar,Reinvestment,0
2022/09/01 00:11,1729,80426CBE0,1729,80426CBE0,16.79,US Dollar,16.79,US Dollar,Reinvestment,0
2022/09/01 00:05,701,8004E6610,1,8006AA1B0,2308.38,US Dollar,2308.38,US Dollar,Cheque,0
2022/09/01 00:13,6156,802E42C50,6156,802E42C50,2018881.69,US Dollar,2018881.69,US Dollar,Reinvestment,0
2022/09/01 00:09,2947,805162FA0,2947,805162FA0,10.46,US Dollar,10.46,US Dollar,Reinvestment,0
2022/09/01 00:29,10642,804D109D0,10642,804D109D0,135665.25,US Dollar,135665.25,US Dollar,Reinvestment,0
2022/09/01 00:26,12,8005C0F70,10,8005C3CC0,297683.0,US Dollar,297683.0,US Dollar,ACH,0
2022/09/01 00:19,220,800173B80,220,800173B80,3461.18,US Dollar,3461.18,US Dollar,Reinvestment,0
2022/09/01 00:06,3229,8015CF0C0,3229,8015CF0C0,11.36,US Dollar,11.36,US Dollar,Reinvestment,0
2022/09/01 00:29,701,800444D20,701,800444D20,17.71,US Dollar,17.71,US Dollar,Reinvestment,0
2022/09/01 00:25,1665,800443A90,220,803404D60,4669.6,US Dollar,4669.6,US Dollar,Credit Card,0
2022/09/01 00:18,10,8001523C0,13037,801339E50,8754.62,US Dollar,8754.62,US Dollar,Cheque,0
2022/09/01 00:18,23402,8059DE550,21258,8069A4E10,9460.4,US Dollar,9460.4,US Dollar,ACH,0
2022/09/01 00:22,701,8006449A0,12,8006455A0,452819273.0,US Dollar,452819273.0,US Dollar,Cheque,0
2022/09/01 00:17,21174,8051A6CF0,21174,8051A6CF0,130236.83,US Dollar,130236.83,US Dollar,Reinvestment,0
2022/09/01 00:04,4866,8024648E0,4866,8024648E0,12.81,US Dollar,12.81,US Dollar,Reinvestment,0
2022/09/01 00:14,38862,80401B2D0,38862,80401B2D0,2480.96,US Dollar,2480.96,US Dollar,Reinvestment,0
2022/09/01 00:13,34432,801D167D0,1457,801D16820,558.09,US Dollar,558.09,US Dollar,Wire,0
2022/09/01 00:18,115700,8063EBCF0,115700,8063EBCF0,23999.04,US Dollar,23999.04,US Dollar,Reinvestment,0
2022/09/01 00:11,24132,8018779C0,24132,8018779C0,74910.83,US Dollar,74910.83,US Dollar,Reinvestment,0
2022/09/01 00:17,1729,800AB4E80,1729,800AB4E80,16.58,US Dollar,16.58,US Dollar,Reinvestment,0
2022/09/02 23:26,219969,80DD3D780,28827,80DD7E790,3426.62,US Dollar,3426.62,US Dollar,ACH,1
2022/09/01 00:23,14433,8032A3460,14433,8032A3460,20.46,US Dollar,20.46,US Dollar,Reinvestment,0
2022/09/01 00:00,28800,804AF3750,28800,804AF3750,41671.88,US Dollar,41671.88,US Dollar,Reinvestment,0
2022/09/01 00:16,8623,805F36DD0,8623,805F36DD0,560047.43,US Dollar,560047.43,US Dollar,Reinvestment,0
2022/09/01 00:13,11296,801EA52A0,11296,801EA52A0,19.0,US Dollar,19.0,US Dollar,Reinvestment,0
2022/09/01 00:10,1,800BE36F0,1,800BE36F0,5.12,US Dollar,5.12,US Dollar,Reinvestment,0
2022/09/01 00:07,513,8005A4FA0,513,8005A4FA0,2670.07,US Dollar,2670.07,US Dollar,Reinvestment,0
2022/09/01 00:06,28771,807332710,28771,807332710,8.51,US Dollar,8.51,US Dollar,Reinvestment,0
2022/09/01 00:12,13264,80177C250,13264,80177C250,110450.61,US Dollar,110450.61,US Dollar,Reinvestment,0
2022/09/01 00:01,70,100428660,1467,80369D510,27219.73,US Dollar,27219.73,US Dollar,Credit Card,0
2022/09/01 00:09,21611,8056EB050,21611,8056EB050,16.51,US Dollar,16.51,US Dollar,Reinvestment,0
2022/09/01 00:02,11296,800C901A0,11296,800C901A0,6284.13,US Dollar,6284.13,US Dollar,Reinvestment,0
2022/09/01 00:03,35726,802430940,35726,802430940,9519.79,US Dollar,9519.79,US Dollar,Reinvestment,0
2022/09/01 00:05,1674,804215AD0,4242,8053A72A0,5565.19,US Dollar,5565.19,US Dollar,Cheque,0
2022/09/01 00:29,23885,80522D930,1362,802B44190,29.74,US Dollar,29.74,US Dollar,Credit Card,0
2022/09/01 00:21,3242,801E3E450,214615,8061D2BD0,11959.61,US Dollar,11959.61,US Dollar,Cheque,0
2022/09/01 12:09,112931,805771E00,13157,805771EF0,2616658.77,Rupee,2616658.77,Rupee,ACH,1
2022/09/01 00:09,795,801589B10,795,801589B10,3.58,US Dollar,3.58,US Dollar,Reinvestment,0
2022/09/01 00:13,1420,8006308C0,1068,800F7B8E0,3081.57,US Dollar,3081.57,US Dollar,ACH,0
2022/09/01 00:12,12,80010F6E0,10,800113DC0,7103.39,US Dollar,7103.39,US Dollar,Cheque,0
2022/09/01 00:19,31058,8016520B0,21940,8016525B0,3426.63,US Dollar,3426.63,US Dollar,ACH,0
2022/09/01 00:07,3229,80241B630,3229,80241B630,21.05,US Dollar,21.05,US Dollar,Reinvestment,0
2022/09/01 00:22,1601,800347980,16136,802800080,21724.78,US Dollar,21724.78,US Dollar,ACH,0
2022/09/01 00:00,1674,8019B5390,1674,8019B5390,8.55,US Dollar,8.55,US Dollar,Reinvestment,0
2022/09/01 00:08,18511,8048579C0,18511,8048579C0,6497.31,US Dollar,6497.31,US Dollar,Reinvestment,0
2022/09/01 00:03,21940,8066EB360,22345,8066ED190,146475500.0,US Dollar,146475500.0,US Dollar,ACH,0
2022/09/01 00:14,16163,802E35F30,16163,802E35F30,32156.99,US Dollar,32156.99,US Dollar,Reinvestment,0
2022/09/01 00:29,1467,800E4EEB0,21258,80111F6A0,23495.85,US Dollar,23495.85,US Dollar,Cheque,0
2022/09/01 00:29,18902,804E73620,18902,804E73620,24176.25,US Dollar,24176.25,US Dollar,Reinvestment,0
2022/09/01 00:03,36077,80344E4D0,36077,80344E4D0,8139.24,US Dollar,8139.24,US Dollar,Reinvestment,0
2022/09/01 00:05,32264,8006B7870,32264,8006B7870,1410.05,US Dollar,1410.05,US Dollar,Reinvestment,0
2022/09/01 00:01,3242,802E726B0,4866,8031800D0,2031.14,US Dollar,2031.14,US Dollar,Cheque,0
2022/09/01 00:10,10,800197240,13264,802246480,836.33,US Dollar,836.33,US Dollar,ACH,0
2022/09/01 00:05,1362,80078DB00,21258,800C993F0,677.75,US Dollar,677.75,US Dollar,Cheque,0
2022/09/01 00:23,1686,800CB09F0,1686,800CB09F0,3018.09,US Dollar,3018.09,US Dollar,Reinvestment,0
2022/09/01 00:00,2843,800C3A5A0,2843,800C3A5A0,11.07,US Dollar,11.07,US Dollar,Reinvestment,0
2022/09/01 00:04,11474,802BFDC90,11474,802BFDC90,23.08,US Dollar,23.08,US Dollar,Reinvestment,0
2022/09/01 00:06,908,80606BB30,908,80606BB30,1572008.79,US Dollar,1572008.79,US Dollar,Reinvestment,0
2022/09/01 00:27,1420,80100BBD0,1420,80100BBD0,1576422.95,US Dollar,1576422.95,US Dollar,Reinvestment,0
2022/09/01 00:02,1411,800F18320,1411,800F18320,7619.47,US Dollar,7619.47,US Dollar,Reinvestment,0
2022/09/01 00:21,3698,801DAC7B0,3698,801DAC7B0,6381.14,US Dollar,6381.14,US Dollar,Reinvestment,0
2022/09/01 00:08,5140,804964670,5140,804964670,14453.46,US Dollar,14453.46,US Dollar,Reinvestment,0
2022/09/01 00:09,220,806964AD0,220,806964AD0,20745.55,US Dollar,20745.55,US Dollar,Reinvestment,0
2022/09/01 00:26,3555,802E434F0,3555,802E434F0,1871.91,US Dollar,1871.91,US Dollar,Reinvestment,0
2022/09/01 17:05,1522,800587B60,2454,802679190,5949.73,US Dollar,5949.73,US Dollar,ACH,1
2022/09/01 00:00,11974,803CE2250,11974,803CE2250,488741.65,US Dollar,488741.65,US Dollar,Reinvestment,0
2022/09/01 00:22,5836,803F55250,5836,803F55250,22.32,US Dollar,22.32,US Dollar,Reinvestment,0
2022/09/01 00:04,1688,800CB3140,1688,800CB3140,1998.1,US Dollar,1998.1,US Dollar,Reinvestment,0
2022/09/01 00:27,13327,801756390,13327,801756390,1764.92,US Dollar,1764.92,US Dollar,Reinvestment,0
2022/09/01 00:13,111491,805B36570,111491,805B36570,1384.45,US Dollar,1384.45,US Dollar,Reinvestment,0
2022/09/01 00:19,1601,8054B1630,16109,8076254D0,5.31,US Dollar,5.31,US Dollar,Credit Card,0
2022/09/01 00:14,2952,801A23FF0,2952,801A23FF0,3293.95,US Dollar,3293.95,US Dollar,Reinvestment,0
2022/09/01 00:08,70,100428660,2947,80195F9B0,4954.61,US Dollar,4954.61,US Dollar,Credit Card,0
2022/09/01 00:08,11904,8015F8C90,3698,802689F60,41664.08,US Dollar,41664.08,US Dollar,Cheque,0
2022/09/01 20:56,13554,806E6A840,27920,806E6AB10,281.68,Euro,281.68,Euro,ACH,1
2022/09/01 00:14,21174,801374D40,21174,801374D40,2582.55,US Dollar,2582.55,US Dollar,Reinvestment,0
2022/09/01 00:00,1420,8006308C0,1068,800F7B8E0,1568.02,US Dollar,1568.02,US Dollar,Wire,0
2022/09/01 00:01,1467,80065E240,1467,80065E240,77.1,US Dollar,77.1,US Dollar,Reinvestment,0
2022/09/06 01:32,11,8000631E0,11,800205E90,17170.72,Euro,17170.72,Euro,ACH,1
2022/09/01 00:12,1420,80172E460,1420,80172E460,51002.17,US Dollar,51002.17,US Dollar,Reinvestment,0
2022/09/01 00:07,513,8006A4370,513,8006A4370,5005.16,US Dollar,5005.16,US Dollar,Reinvestment,0
2022/09/01 00:29,10,80005D5C0,1674,800AC8E30,29382.0,US Dollar,29382.0,US Dollar,Cheque,0
2022/09/01 00:12,21174,80571E2A0,21174,80571E2A0,344.49,US Dollar,344.49,US Dollar,Reinvestment,0
2022/09/01 00:10,1244,800871D00,1244,800871D00,9.63,US Dollar,9.63,US Dollar,Reinvestment,0
2022/09/01 00:18,14549,801C39FF0,9482,8060F5C60,1361.93,US Dollar,1361.93,US Dollar,Credit Card,0
2022/09/01 00:26,1124,801986840,115915,8088835E0,105.2,US Dollar,105.2,US Dollar,Credit Card,0
2022/09/01 00:29,1467,804E80FD0,16535,806026B00,119456.51,US Dollar,119456.51,US Dollar,Cash,0
2022/09/01 00:07,1420,801D02A20,12381,8032A6620,74692.55,US Dollar,74692.55,US Dollar,Cheque,0
2022/09/01 00:09,10,8005E9B40,10,8005E9B40,3.36,US Dollar,3.36,US Dollar,Reinvestment,0
2022/09/01 00:25,22345,800FF6AD0,22345,800FF6AD0,22.46,US Dollar,22.46,US Dollar,Reinvestment,0
2022/09/01 00:06,10,80026D340,23885,805AA36D0,47027.66,US Dollar,47027.66,US Dollar,Cheque,0
2022/09/01 00:22,12446,8060C0070,12446,8060C0070,9.23,US Dollar,9.23,US Dollar,Reinvestment,0
2022/09/01 00:22,33002,801C9F8B0,24515,801C9F6D0,5081.25,US Dollar,5081.25,US Dollar,ACH,0
2022/09/05 00:58,2843,800A4B110,513,8005A1B80,17777.45,US Dollar,17777.45,US Dollar,ACH,1
2022/09/01 00:18,21611,80104A840,21611,80104A840,21157.52,US Dollar,21157.52,US Dollar,Reinvestment,0
2022/09/01 00:02,22736,802F6C200,22736,802F6C200,7.5,US Dollar,7.5,US Dollar,Reinvestment,0
2022/09/01 00:28,795,800DEACE0,1292,802B32FD0,16847.22,US Dollar,16847.22,US Dollar,Credit Card,0
2022/09/01 00:15,1,802264500,6179,805714180,367455.76,US Dollar,367455.76,US Dollar,Cheque,0
2022/09/01 00:10,113685,806688780,113685,806688780,2936384.42,US Dollar,2936384.42,US Dollar,Reinvestment,0
2022/09/01 00:05,10,8011F2A60,10,8011F2A60,647.65,US Dollar,647.65,US Dollar,Reinvestment,0
2022/09/01 00:17,6156,804F22010,6156,804F22010,11.08,US Dollar,11.08,US Dollar,Reinvestment,0
2022/09/01 00:23,8623,8042D5A90,8623,8042D5A90,12.0,US Dollar,12.0,US Dollar,Reinvestment,0
2022/09/03 15:21,126,813DC5561,152416,813DC6C11,2.507895,Bitcoin,2.507895,Bitcoin,Bitcoin,1
2022/09/01 00:22,3242,8022DF630,8771,8062B7920,3375.45,US Dollar,3375.45,US Dollar,Cheque,0
2022/09/01 00:14,12381,8051A4D40,12381,8051A4D40,1966.25,US Dollar,1966.25,US Dollar,Reinvestment,0
2022/09/01 00:06,2385,8019F1220,13917,805B5FE60,4101.53,US Dollar,4101.53,US Dollar,ACH,0
2022/09/01 00:10,1688,80088E4F0,1688,80088E4F0,20.32,US Dollar,20.32,US Dollar,Reinvestment,0
2022/09/01 00:28,22205,8037BE460,22205,8037BE460,70579.14,US Dollar,70579.14,US Dollar,Reinvestment,0
2022/09/01 00:19,13432,806709510,11318,8071005A0,2846.38,US Dollar,2846.38,US Dollar,Cash,0
2022/09/01 00:28,4866,8047541D0,4866,8047541D0,130642.98,US Dollar,130642.98,US Dollar,Reinvestment,0
2022/09/01 00:20,11318,800EBD250,17708,806D0A930,7959.6,US Dollar,7959.6,US Dollar,Credit Card,0
2022/09/01 00:28,23885,8030634D0,22828,803069D20,58344.74,US Dollar,58344.74,US Dollar,Cheque,0
2022/09/01 00:01,23833,801657790,21258,8054B9140,1017.46,US Dollar,1017.46,US Dollar,Credit Card,0
2022/09/01 00:14,11318,8073E8C70,11318,8073E8C70,5.83,US Dollar,5.83,US Dollar,Reinvestment,0
2022/09/01 00:11,1292,800A93710,1292,800A93710,3474.17,US Dollar,3474.17,US Dollar,Reinvestment,0
2022/09/01 00:28,22828,80111F4D0,22828,80111F4D0,69081.77,US Dollar,69081.77,US Dollar,Reinvestment,0
2022/09/01 00:28,111764,8064F38A0,111764,8064F38A0,23.73,US Dollar,23.73,US Dollar,Reinvestment,0
2022/09/01 00:01,4766,805BC22C0,4766,805BC22C0,885.06,US Dollar,885.06,US Dollar,Reinvestment,0
2022/09/01 00:06,513,80058C680,21258,8010D2DD0,15054.32,US Dollar,15054.32,US Dollar,Credit Card,0
2022/09/01 00:27,17732,8072EBBB0,17732,8072EBBB0,1288.28,US Dollar,1288.28,US Dollar,Reinvestment,0
2022/09/01 00:23,1068,800B119D0,11030,806A06970,585351.05,US Dollar,585351.05,US Dollar,ACH,0
2022/09/01 00:08,14099,803D5B340,43311,814464F20,255.85,US Dollar,255.85,US Dollar,Credit Card,0
2022/09/01 00:29,15980,802BFC020,15980,802BFC020,58.53,US Dollar,58.53,US Dollar,Reinvestment,0
